Date,Time,CO2_room,Relative_humidity_room,Lighting_room,Meteo_Rain,Meteo_Sun_dusk,Meteo_Wind,Meteo_Sun_light_in_west_facade,Meteo_Sun_light_in_east_facade,Meteo_Sun_light_in_south_facade,Meteo_Sun_light_in_north_facade,Meteo_Sun_irradiance,Outdoor_relative_humidity_Sensor,Day_of_the_week,Occupancy 1,Occupancy 2,Occupancy 3,Indoor_temperature_room,Humidity,Outside temp,Satisfaction,DateTime,hour,day,month,day_of_week,is_daytime,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,temp_lag_1,humidity_lag_1,temp_lag_3,humidity_lag_3,temp_lag_6,humidity_lag_6,temp_lag_12,humidity_lag_12,temp_lag_24,humidity_lag_24,temp_rolling_mean_4,humidity_rolling_mean_4,temp_rolling_std_4,humidity_rolling_std_4,temp_rolling_mean_12,humidity_rolling_mean_12,temp_rolling_std_12,humidity_rolling_std_12,temp_rolling_mean_24,humidity_rolling_mean_24,temp_rolling_std_24,humidity_rolling_std_24,temp_rolling_mean_48,humidity_rolling_mean_48,temp_rolling_std_48,humidity_rolling_std_48,temp_rate_of_change_1h,humidity_rate_of_change_1h,temp_ewm_1h,humidity_ewm_1h,temp_diff_in_out,temp_humid_interaction,out_temp_humid_interaction,indoor_vapor_pressure,outdoor_vapor_pressure,vapor_pressure_deficit,heat_index,Indoor_temperature_room_smoothed,Humidity_smoothed,CO2_room_smoothed,Outside_temp_smoothed
13/03/2012,11:45,221.92,42.415,113.52,0.0,623.36,1.42625,0,9690.24,12604.2,95436.8,758.88,48.375,2.0,1,0,0,17.8275,42.415,17.0,93.38399375,2012-03-13 11:45:00,11,13,3,1,1,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,17.8275,42.415,17.8275,42.415,17.8275,42.415,17.8275,42.415,17.8275,42.415,17.8275,42.415,0.20732370824389487,0.11999602076735882,17.8275,42.415,0.20732370824389487,0.11999602076735882,17.8275,42.415,0.20732370824389487,0.11999602076735882,17.8275,42.415,0.20732370824389487,0.11999602076735882,1.2138999999999989,-0.3463999999999956,17.8275,42.415,0.8275000000000006,7.5615341250000006,8.22375,8.653947889925862,9.367025682920264,0.7130777929944028,254.42964458053837,17.81425238095237,42.39768095238093,222.1460952380952,16.99690476190476
13/03/2012,12:00,220.363,42.2453,113.605,0.0,623.211,1.592,0,11022.0,10787.2,95436.8,762.069,47.808,2.0,1,0,0,18.1207,42.2453,17.21,94.52955651,2012-03-13 12:00:00,12,13,3,1,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,17.8275,42.415,17.8275,42.415,17.8275,42.415,17.8275,42.415,17.8275,42.415,17.9741,42.33015,0.20732370824389487,0.11999602076735882,17.9741,42.33015,0.20732370824389487,0.11999602076735882,17.9741,42.33015,0.20732370824389487,0.11999602076735882,17.9741,42.33015,0.20732370824389487,0.11999602076735882,1.2138999999999989,-0.3463999999999956,18.010749999999998,42.3089375,0.9106999999999985,7.6551440771,8.227756800000002,8.779843666176435,9.381218639101863,0.601374972925429,251.2051582130238,18.13840714285714,42.28625714285713,220.1565714285714,17.22642857142857
13/03/2012,12:15,218.933,42.2267,113.6,0.0,622.656,1.89133,0,13960.5,9669.63,95398.6,766.251,47.432,2.0,1,0,0,18.4367,42.2267,17.46,95.61276811,2012-03-13 12:15:00,12,13,3,1,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,18.1207,42.2453,17.8275,42.415,17.8275,42.415,17.8275,42.415,17.8275,42.415,18.1283,42.29566666666667,0.3046711013535733,0.10376330436784333,18.1283,42.29566666666667,0.3046711013535733,0.10376330436784333,18.1283,42.29566666666667,0.3046711013535733,0.10376330436784333,18.1283,42.29566666666667,0.3046711013535733,0.10376330436784333,1.2138999999999989,-0.3463999999999956,18.228071428571425,42.26697959183673,0.9766999999999975,7.7852099989,8.2816272,8.951837236940019,9.455761402493323,0.503924165553304,248.7406791059631,18.447835714285716,42.19311428571428,218.53671428571428,17.44571428571429
13/03/2012,12:30,217.045,42.0987,113.344,0.0,622.571,1.828,0,18511.2,9648.13,95360.3,766.037,47.024,2.0,1,0,0,18.7513,42.0987,17.66,96.46542331,2012-03-13 12:30:00,12,13,3,1,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,18.4367,42.2267,17.8275,42.415,17.8275,42.415,17.8275,42.415,17.8275,42.415,18.28405,42.246425,0.3986417397446815,0.12991092781851366,18.28405,42.246425,0.3986417397446815,0.12991092781851366,18.28405,42.246425,0.3986417397446815,0.12991092781851366,18.28405,42.246425,0.3986417397446815,0.12991092781851366,1.2138999999999989,-0.3463999999999956,18.468525735294115,42.189645220588226,1.0913000000000004,7.8940535331,8.3044384,9.102308841002747,9.493542087257525,0.39123324625477807,245.64063557926409,18.74253809523811,42.11825238095242,217.28652380952403,17.65476190476192
13/03/2012,12:45,216.08,42.0686,113.034,0.0,622.4,2.36071,0,26349.0,9208.32,95354.9,762.743,45.4743,2.0,1,0,0,19.0414,42.0686,17.87,97.09823604,2012-03-13 12:45:00,12,13,3,1,1,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,18.7513,42.0987,18.1207,42.2453,17.8275,42.415,17.8275,42.415,17.8275,42.415,18.587525,42.159825000000005,0.3972818174797325,0.08913754820501346,18.43552,42.210860000000004,0.48363439910742434,0.137775117492239,18.43552,42.210860000000004,0.48363439910742434,0.137775117492239,18.43552,42.210860000000004,0.48363439910742434,0.137775117492239,1.2138999999999989,-0.3463999999999956,18.71699653018737,42.13714469118668,1.1713999999999984,8.0104504004,8.126257410000001,9.262200036241067,9.303010852598907,0.04081081635784045,243.3136580629874,19.032323809523824,42.06975238095242,216.3744761904764,17.847142857142874
13/03/2012,13:00,216.011,42.0347,113.6,0.0,622.4,2.06333,0,36511.7,8694.78,95354.9,752.683,45.5467,2.0,1,0,0,19.2773,42.0347,18.0,97.48637971,2012-03-13 13:00:00,13,13,3,1,1,-0.25881904510252035,-0.9659258262890684,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,19.0414,42.0686,18.4367,42.2267,17.8275,42.415,17.8275,42.415,17.8275,42.415,18.876675,42.107175,0.3637451523159219,0.08386240218358645,18.575816666666665,42.1815,0.5524678394863053,0.14268021586751353,18.575816666666665,42.1815,0.5524678394863053,0.14268021586751353,18.575816666666665,42.1815,0.5524678394863053,0.14268021586751353,1.156600000000001,-0.21059999999999945,18.95208626476907,42.09416138560688,1.2773000000000003,8.1031552231,8.198406,9.391900419714268,9.394389694391473,0.0024892746772042784,241.36957078219976,19.287795238095256,42.00947142857147,215.88523809523826,18.040476190476205
13/03/2012,13:15,215.829,41.9947,112.981,0.0,622.4,2.23067,0,49288.5,8501.25,95354.9,740.949,44.968,2.0,1,0,0,19.5367,41.9947,18.24,97.78402811,2012-03-13 13:15:00,13,13,3,1,1,-0.25881904510252035,-0.9659258262890684,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,19.2773,42.0347,18.7513,42.0987,17.8275,42.415,17.8275,42.415,17.8275,42.415,19.151674999999997,42.049175000000005,0.3349062592726497,0.04474783979890814,18.713085714285715,42.15481428571429,0.6214902531511688,0.1481539562816496,18.713085714285715,42.15481428571429,0.6214902531511688,0.1481539562816496,18.713085714285715,42.15481428571429,0.6214902531511688,0.1481539562816496,1.1000000000000014,-0.23199999999999932,19.19266646474756,42.05323104374622,1.2967000000000013,8.2043785549,8.2021632,9.535702991735135,9.416021889231489,-0.11968110250364639,239.22030293803428,19.52633333333335,42.020866666666706,215.64876190476213,18.24142857142859
13/03/2012,13:30,215.296,41.9947,111.259,0.0,621.803,1.924,0,62253.7,8687.62,95174.7,721.109,45.1813,2.0,1,0,0,19.7307,41.9947,18.47,97.92615251,2012-03-13 13:30:00,13,13,3,1,1,-0.25881904510252035,-0.9659258262890684,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,19.5367,41.9947,19.0414,42.0686,18.1207,42.2453,17.8275,42.415,17.8275,42.415,19.396524999999997,42.023175,0.30091545185760293,0.0356740218273129,18.8402875,42.1348,0.6786117434828668,0.14838635863370836,18.8402875,42.1348,0.6786117434828668,0.14838635863370836,18.8402875,42.1348,0.6786117434828668,0.14838635863370836,0.9793999999999983,-0.1039999999999992,19.411556389039326,42.02941866980504,1.2607,8.285848272900001,8.34498611,9.651356155553685,9.59821705292512,-0.05313910262856503,237.78673590548684,19.74612857142859,42.02002380952385,215.25314285714305,18.446190476190495
13/03/2012,13:45,214.549,42.1253,83.3547,0.0,620.651,2.51067,0,71453.4,8888.32,91848.7,699.392,45.416,2.0,1,0,0,19.9693,42.1253,18.64,98.03038251,2012-03-13 13:45:00,13,13,3,1,1,-0.25881904510252035,-0.9659258262890684,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,19.7307,41.9947,19.2773,42.0347,18.4367,42.2267,17.8275,42.415,17.8275,42.415,19.6285,42.03735,0.2934610479546897,0.06159077311850789,18.965733333333333,42.133744444444446,0.7379563503351668,0.1388388464291527,18.965733333333333,42.133744444444446,0.7379563503351668,0.1388388464291527,18.965733333333333,42.133744444444446,0.7379563503351668,0.1388388464291527,0.9279000000000011,0.056699999999999307,19.636925030075894,42.06816164177669,1.3293,8.4121275329,8.465542399999999,9.825746924589366,9.751389274649563,-0.07435764993980243,236.76215531764717,19.957452380952397,42.00661428571433,214.52361904761926,18.649523809523828
13/03/2012,14:00,213.909,42.0427,83.36,0.0,620.309,2.65333,0,80076.8,9046.02,87217.5,677.675,45.0213,2.0,1,0,0,20.1407,42.0427,18.82,97.99087851,2012-03-13 14:00:00,14,13,3,1,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,19.9693,42.1253,19.5367,41.9947,18.7513,42.0987,17.8275,42.415,17.8275,42.415,19.84435,42.039350000000006,0.2652047448042048,0.06160592503974086,19.08323,42.12464,0.7887492631445753,0.1340273537586845,19.08323,42.12464,0.7887492631445753,0.1340273537586845,19.08323,42.12464,0.7887492631445753,0.1340273537586845,0.8633999999999986,0.008000000000002672,19.839660884229414,42.05791502770906,1.3206999999999987,8.467694078900001,8.47300866,9.911150989254088,9.776130298026597,-0.13502069122749027,235.0266291823158,20.1178523809524,42.24801428571433,213.09142857142876,18.808571428571447
